ID,Video_File,x,y,timestamp,Experience,action type,timing,sound type
1764449971347,output_with_sound_A_1_4.mp4,1047,700,5.909,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,1039,703,5.942,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,1028,674,6.008,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,1025,639,6.042,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,892,652,6.556,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,895,647,6.576,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,903,636,6.609,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,908,636,6.642,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,927,631,6.676,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,932,631,6.758,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,940,647,6.792,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,943,660,6.825,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,940,676,6.858,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,929,684,6.892,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,921,668,6.958,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,919,634,6.992,Experienced,drum,correct,environmental sound
1764449971347,output_with_sound_A_1_4.mp4,929,602,7.025,Experienced,drum,correct,environmental sound
1764467331636,output_with_sound_A_1_1.mp4,826,569,7.313,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,828,579,7.327,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,831,590,7.341,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,834,598,7.355,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,834,601,7.368,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,836,606,7.383,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,836,611,7.41,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,839,614,7.423,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,839,619,7.437,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,842,622,7.458,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,842,625,7.478,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,842,630,7.512,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,842,633,7.533,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,842,638,7.556,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,842,643,7.574,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,844,651,7.597,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,844,657,7.615,Experienced,drum,correct,instrumental sound
